Kode Barang,Barang,Tanggal,Tipe Transaksi,No. Transaksi,Deskripsi,Mutasi,Stok di Tangan,Unit
"",KEYBOARD LAPTOP ASUS A407,12/06/2026,Sales Invoice,JL.2026.13517,"",-1.0,1.0,PCS
"",KEYBOARD LAPTOP ASUS A407,15/06/2026,Purchase Invoice,002442,"",3.0,4.0,PCS
"",KEYBOARD LAPTOP ASUS A416,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS A509,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP ASUS BR1100,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS E202,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP ASUS E203 BLACK,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP ASUS E402,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS E402,10/06/2026,Purchase Invoice,002440,MASUK,2.0,2.0,PCS
"",KEYBOARD LAPTOP ASUS N56,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP ASUS PRO,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS PSU2420L,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS S14 / M413DA,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS S410,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP ASUS TP 203N,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS TP412 AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS X 411,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS X200 BLACK,31/05/2026,Saldo Awal,"","","",8.0,PCS
"",KEYBOARD LAPTOP ASUS X200 BLACK,18/06/2026,Sales Invoice,JL.2026.14143,"MAIMUNAH

085 337 522 267",-1.0,7.0,PCS
"",KEYBOARD LAPTOP ASUS X43,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),31/05/2026,Saldo Awal,"","","",16.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),01/06/2026,Sales Invoice,JL.2026.12273,"IBU SALMA

085 237 978 820",-1.0,15.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),02/06/2026,Sales Invoice,JL.2026.12429,"JUREMIS

085 238 387 764",-1.0,14.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),03/06/2026,Purchase Invoice,ONLINE SBY/INV/2026/100538,MASUK,2.0,16.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),09/06/2026,Sales Invoice,JL.2026.13057,"PURAT

082 320 857 547",-1.0,15.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),11/06/2026,Sales Invoice,JL.2026.13455,081238261957,-1.0,14.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),12/06/2026,Sales Invoice,JL.2026.13545,"",-2.0,12.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),13/06/2026,Purchase Invoice,002441,"",2.0,14.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),14/06/2026,Sales Invoice,JL.2026.13700,"SYARIF

081 237 937 958",-1.0,13.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),15/06/2026,Purchase Invoice,002442,"",7.0,20.0,PCS
"",KEYBOARD LAPTOP ASUS X441 (BLACK),18/06/2026,Sales Invoice,JL.2026.14134,"NURAHMAH

082 340 356 134",-1.0,19.0,PCS
"",KEYBOARD LAPTOP ASUS X452,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP ASUS X453M / X451 (BLACK),31/05/2026,Saldo Awal,"","","",4.0,PCS
"",KEYBOARD LAPTOP ASUS X453M / X451 (BLACK),04/06/2026,Sales Invoice,JL.2026.12607,"imam wawo

082 235 276 221",-1.0,3.0,PCS
"",KEYBOARD LAPTOP ASUS X540 BLACK FK,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP ASUS X541 BLACK,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP ASUS ZENBOOK UM 431,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP AXIOO,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP AXIOO PICO PJM (BLACK),31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP COMPAQ CQ 43 BLACK,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP DELL 14 3000,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP DELL N4010,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP 14 BS 722 TO,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP 14S,31/05/2026,Saldo Awal,"","","",20.0,PCS
"",KEYBOARD LAPTOP HP 15DB AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP 820-G3,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP CF 004 TX,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP CM0071AV PT,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP COMPAQ CQ 43,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP ENVY,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP HP G4 2000,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP PAVILION 14-BW BLACK AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP HP STREAM 14-CF,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO 110 - 15ISK AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO 110 #,31/05/2026,Saldo Awal,"","","",7.0,PCS
"",KEYBOARD LAPTOP LENOVO 110-141SK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO 120S AG,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP LENOVO 320 - 14 NLACK (NO POWER),31/05/2026,Saldo Awal,"","","",3.0,PCS
"",KEYBOARD LAPTOP LENOVO 320 / 330,31/05/2026,Saldo Awal,"","","",0.0,PCS
"","KEYBOARD LAPTOP LENOVO 330 15,6 BIG ENTER",31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO 330 ON OFF,31/05/2026,Saldo Awal,"","","",9.0,PCS
"",KEYBOARD LAPTOP LENOVO 330 ON OFF,04/06/2026,Sales Invoice,JL.2026.12611,"",-3.0,6.0,PCS
"",KEYBOARD LAPTOP LENOVO 330 ON OFF,05/06/2026,Sales Invoice,JL.2026.12657,"IKHSAN

082 230 348 631",-1.0,5.0,PCS
"",KEYBOARD LAPTOP LENOVO G400S,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO IDEAPAD 110 ON OFF,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO IDEAPAD 5,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO IDEAPAD FLEX 5,31/05/2026,Saldo Awal,"","","",5.0,PCS
"",KEYBOARD LAPTOP LENOVO S10-3 AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO S110,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO S130 1116M,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP LENOVO S130 1116M,02/06/2026,Sales Invoice,JL.2026.12428,"IBU NUR 

082 340 572 741",-1.0,1.0,PCS
"",KEYBOARD LAPTOP LENOVO T 480,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO V130,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP LENOVO YOGA 530,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP MSI MS16R3 AD,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP SONY SVE11 BLACK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C40A / L40 BLACK,31/05/2026,Saldo Awal,"","","",9.0,PCS
"",Keyboard laptop Toshiba C40B,31/05/2026,Saldo Awal,"","","",4.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C50 B,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C50 B,10/06/2026,Purchase Invoice,002440,MASUK,1.0,2.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C50 B,13/06/2026,Purchase Invoice,002439,"",1.0,3.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C50 B,14/06/2026,Sales Invoice,JL.2026.13726,"yati

081 238 710 425",-1.0,2.0,PCS
"",KEYBOARD LAPTOP TOSHIBA C850,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LAPTOP TOSHIBA L645 DOFF,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LAPTOP TOSHIBA L645 DOFF,15/06/2026,Sales Invoice,JL.2026.13766,"",-1.0,1.0,PCS
"",KEYBOARD LAPTOP TOSHIBA NB 520 (BLACK),31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LAPTOP TOSHIBA NB10,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO 100-14IBD BLACK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO 110-14ISK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"","KEYBOARD LENOVO 15,6 V130 15IKB UK",31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LENOVO 20V 4.5A 55 X 25 IRL,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LENOVO 310,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO 320 15 INCS AG,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO 330 TANPA ON OFF ( NO POWER ),31/05/2026,Saldo Awal,"","","",4.0,PCS
"",KEYBOARD LENOVO 330 TANPA ON OFF ( NO POWER ),14/06/2026,Sales Invoice,JL.2026.13689,"FAHTINI
0853 1188 7574",-1.0,3.0,PCS
"",KEYBOARD LENOVO E431S ag,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO G40-70,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LENOVO G40-70,06/06/2026,Sales Invoice,JL.2026.12783,"",-1.0,1.0,PCS
"",KEYBOARD LENOVO G40-70,11/06/2026,Sales Invoice,JL.2026.13462,"",-1.0,0.0,PCS
"",KEYBOARD LENOVO G40-70,13/06/2026,Purchase Invoice,002441,"",3.0,3.0,PCS
"",KEYBOARD LENOVO G480,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO IDEAPAD 1 11 GLOS,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LENOVO IDEAPAD 3 SLIM 3,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LENOVO IDEAPAD S130,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO L412,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LENOVO LEGION BACKLITE,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KEYBOARD LENOVO T470,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KEYBOARD LENOVO V15 INCS ADA TOMBOL ENTER BAGI 2,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD LOGITECH K120,31/05/2026,Saldo Awal,"","","",27.0,PCS
"",KEYBOARD LOGITECH K120,01/06/2026,Sales Invoice,JL.2026.12295,"",-2.0,25.0,PCS
"",KEYBOARD LOGITECH K120,07/06/2026,Sales Invoice,JL.2026.12868,"",-1.0,24.0,PCS
"",KEYBOARD LOGITECH K120,10/06/2026,Sales Invoice,JL.2026.13353,"",-1.0,23.0,PCS
"",KEYBOARD LOGITECH K120,11/06/2026,Sales Invoice,JL.2026.13428,"",-1.0,22.0,PCS
"",KEYBOARD LOGITECH K120,11/06/2026,Sales Invoice,JL.2026.13486,"",-1.0,21.0,PCS
"",KEYBOARD LOGITECH K120,17/06/2026,Sales Invoice,JL.2026.13980,"",-4.0,17.0,PCS
"",KEYBOARD LOGITECH K120,18/06/2026,Sales Invoice,JL.2026.14121,"",-1.0,16.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,31/05/2026,Saldo Awal,"","","",190.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,01/06/2026,Sales Invoice,JL.2026.12282,"",-1.0,189.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,05/06/2026,Sales Invoice,JL.2026.12698,"",-1.0,188.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,05/06/2026,Sales Invoice,JL.2026.12708,"",-1.0,187.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,05/06/2026,Sales Invoice,JL.2026.12717,"",-1.0,186.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,09/06/2026,Sales Invoice,JL.2026.13087,"",-1.0,185.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,10/06/2026,Sales Invoice,JL.2026.13319,"",-1.0,184.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,11/06/2026,Sales Invoice,JL.2026.13431,"",-1.0,183.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,12/06/2026,Sales Invoice,JL.2026.13545,"",-10.0,173.0,PCS
"",KEYBOARD MINI BANDA / MURAGO,20/06/2026,Sales Invoice,JL.2026.14279,"",-1.0,172.0,PCS
"",KEYBOARD MINI BLUETOOTH,31/05/2026,Saldo Awal,"","","",73.0,PCS
"",KEYBOARD MINI BLUETOOTH,04/06/2026,Sales Invoice,JL.2026.12565,"",-1.0,72.0,PCS
"",KEYBOARD MINI BLUETOOTH,11/06/2026,Sales Invoice,JL.2026.13494,"",-1.0,71.0,PCS
"",KEYBOARD MINI BLUETOOTH,12/06/2026,Sales Invoice,JL.2026.13545,"",-5.0,66.0,PCS
"",KEYBOARD MINI BLUETOOTH,15/06/2026,Sales Invoice,JL.2026.13779,"",-1.0,65.0,PCS
"",KEYBOARD MINI WIRELESS,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD MOUSE JETE MK101 KABEL,31/05/2026,Saldo Awal,"","","",32.0,PCS
"",KEYBOARD MOUSE JETE MK101 KABEL,01/06/2026,Sales Invoice,JL.2026.12287,"",-1.0,31.0,PCS
"",KEYBOARD MOUSE JETE MK101 KABEL,10/06/2026,Sales Invoice,JL.2026.13369,KANTOR BSK,-1.0,30.0,PCS
"",KEYBOARD MOUSE JETE MK101 KABEL,17/06/2026,Sales Invoice,JL.2026.14043,KANTOR BSK,-1.0,29.0,PCS
"",KEYBOARD MOUSE JETE MK101 KABEL,18/06/2026,Sales Invoice,JL.2026.14100,SMKPPN BIMA,-1.0,28.0,PCS
"",KEYBOARD MOUSE PAKET UNITECH KM - 001,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD MTECH MULTIMEDIA 03,31/05/2026,Saldo Awal,"","","",29.0,PCS
"",KEYBOARD MULTIMEDIA BANDA BW 09,31/05/2026,Saldo Awal,"","","",6.0,PCS
"",KEYBOARD NUMERIC (ANGKA),31/05/2026,Saldo Awal,"","","",17.0,PCS
"",KEYBOARD PROTECT 14,31/05/2026,Saldo Awal,"","","",0.0,PCS
"","KEYBOARD TOSHIBA 15,6",31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD TOSHIBA C640 GLOSSY,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD TOSHIBA C840 / C800 DOFF BLACK,31/05/2026,Saldo Awal,"","","",3.0,PCS
"",KEYBOARD TOSHIBA L510,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD USB MTECH STK01,31/05/2026,Saldo Awal,"","","",107.0,PCS
"",KEYBOARD USB MTECH STK01,02/06/2026,Sales Invoice,JL.2026.12345,"",-1.0,106.0,PCS
"",KEYBOARD USB MTECH STK01,08/06/2026,Sales Invoice,JL.2026.12962,"",-1.0,105.0,PCS
"",KEYBOARD USB MTECH STK01,09/06/2026,Sales Invoice,JL.2026.13064,"",-1.0,104.0,PCS
"",KEYBOARD USB MURAGO K300,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD VOTRE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBOARD WIRELESSS NYK MINI BT 90 BLACK,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KEYBORD TOSHIBA C40-B BLACK,31/05/2026,Saldo Awal,"","","",1.0,PCS
"",KIPAS ANGIN DINDING,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KIPAS ANGIN MIYAKO 16 DINDING,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KIPAS ANGIN TORNADO MASPION 20 INCS,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KLEM KABEL MASKO NO 10 (ISI 50 BIJI),09/06/2026,Purchase Invoice,17720,"",25.0,25.0,Buah
"",KLEM KABEL MASKO NO 6 (ISI 50 BIJI),09/06/2026,Purchase Invoice,17720,"",12.0,12.0,Buah
"",KLEM KABEL NO 10,31/05/2026,Saldo Awal,"","","",1.0,KOTAK
"",KLEM KABEL NO 10,02/06/2026,Sales Invoice,JL.2026.12401,"",-1.0,0.0,KOTAK
"",KLEM KABEL NO 10,06/06/2026,Purchase Invoice,17710,"",10.0,10.0,KOTAK
"",KLEM KABEL NO 10,06/06/2026,Sales Invoice,JL.2026.12810,"",-1.0,9.0,KOTAK
"",KLEM KABEL NO 10,07/06/2026,Sales Invoice,JL.2026.12837,"",-1.0,8.0,KOTAK
"",KLEM KABEL NO 12,31/05/2026,Saldo Awal,"","","",0.0,KOTAK
"",KLEM KABEL NO 17,31/05/2026,Saldo Awal,"","","",0.0,KOTAK
"",KLEM KABEL NO 20,31/05/2026,Saldo Awal,"","","",0.0,KOTAK
"",KLEM KABEL NO 6,31/05/2026,Saldo Awal,"","","",20.0,KOTAK
"",KLEM KABEL NO 6,03/06/2026,Sales Invoice,JL.2026.12454,"",-1.0,19.0,KOTAK
"",KLEM KABEL NO 6,03/06/2026,Sales Invoice,JL.2026.12476,SISA 0290 FEET BERARTI SISA 88 METER,-1.0,18.0,KOTAK
"",KLEM KABEL NO 6,17/06/2026,Sales Invoice,JL.2026.13996,"",-1.0,17.0,KOTAK
"",KLEM SILOASI,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KOMPAS SUNTOO KB 14,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KONEKTOR BNC CCTV,31/05/2026,Saldo Awal,"","","",2096.0,PCS
"",KONEKTOR BNC CCTV,01/06/2026,Sales Invoice,JL.2026.12286,"",-2.0,2094.0,PCS
"",KONEKTOR BNC CCTV,02/06/2026,Sales Invoice,JL.2026.12401,"",-8.0,2086.0,PCS
"",KONEKTOR BNC CCTV,02/06/2026,Sales Invoice,JL.2026.12406,"",-8.0,2078.0,PCS
"",KONEKTOR BNC CCTV,04/06/2026,Sales Invoice,JL.2026.12563,"",-8.0,2070.0,PCS
"",KONEKTOR BNC CCTV,05/06/2026,Sales Invoice,JL.2026.12663,KABEL BAWA DULU ,-10.0,2060.0,PCS
"",KONEKTOR BNC CCTV,06/06/2026,Sales Invoice,JL.2026.12810,"",-10.0,2050.0,PCS
"",KONEKTOR BNC CCTV,07/06/2026,Sales Invoice,JL.2026.12837,"",-4.0,2046.0,PCS
"",KONEKTOR BNC CCTV,07/06/2026,Sales Invoice,JL.2026.12899,"kabel bawa dulu 
START 166 - 44 - 65
Kabel 32m kurang bayar dari nota sebelumnya",-10.0,2036.0,PCS
"",KONEKTOR BNC CCTV,08/06/2026,Sales Invoice,JL.2026.12954,"",-10.0,2026.0,PCS
"",KONEKTOR BNC CCTV,08/06/2026,Sales Invoice,JL.2026.12968,"",-8.0,2018.0,PCS
"",KONEKTOR BNC CCTV,10/06/2026,Sales Invoice,JL.2026.13244,"",-30.0,1988.0,PCS
"",KONEKTOR BNC CCTV,13/06/2026,Sales Invoice,JL.2026.13639,"",-8.0,1980.0,PCS
"",KONEKTOR BNC CCTV,16/06/2026,Sales Invoice,JL.2026.13866,"",-5.0,1975.0,PCS
"",KONEKTOR BNC CCTV,19/06/2026,Sales Invoice,JL.2026.14196,"",-8.0,1967.0,PCS
"",KONEKTOR BNC CCTV,20/06/2026,Sales Invoice,JL.2026.14307,"",-2.0,1965.0,PCS
"",KONEKTOR DC FEMALE,31/05/2026,Saldo Awal,"","","",108.0,PCS
"",KONEKTOR DC MALE,31/05/2026,Saldo Awal,"","","",1168.0,PCS
"",KONEKTOR DC MALE,01/06/2026,Sales Invoice,JL.2026.12286,"",-2.0,1166.0,PCS
"",KONEKTOR DC MALE,02/06/2026,Sales Invoice,JL.2026.12401,"",-4.0,1162.0,PCS
"",KONEKTOR DC MALE,02/06/2026,Sales Invoice,JL.2026.12406,"",-4.0,1158.0,PCS
"",KONEKTOR DC MALE,04/06/2026,Sales Invoice,JL.2026.12563,"",-4.0,1154.0,PCS
"",KONEKTOR DC MALE,05/06/2026,Sales Invoice,JL.2026.12663,KABEL BAWA DULU ,-5.0,1149.0,PCS
"",KONEKTOR DC MALE,06/06/2026,Sales Invoice,JL.2026.12810,"",-5.0,1144.0,PCS
"",KONEKTOR DC MALE,07/06/2026,Sales Invoice,JL.2026.12837,"",-1.0,1143.0,PCS
"",KONEKTOR DC MALE,07/06/2026,Sales Invoice,JL.2026.12850,"",-8.0,1135.0,PCS
"",KONEKTOR DC MALE,07/06/2026,Sales Invoice,JL.2026.12899,"kabel bawa dulu 
START 166 - 44 - 65
Kabel 32m kurang bayar dari nota sebelumnya",-5.0,1130.0,PCS
"",KONEKTOR DC MALE,08/06/2026,Sales Invoice,JL.2026.12926,"",-1.0,1129.0,PCS
"",KONEKTOR DC MALE,08/06/2026,Sales Invoice,JL.2026.12943,"",-1.0,1128.0,PCS
"",KONEKTOR DC MALE,08/06/2026,Sales Invoice,JL.2026.12954,"",-20.0,1108.0,PCS
"",KONEKTOR DC MALE,08/06/2026,Sales Invoice,JL.2026.12968,"",-4.0,1104.0,PCS
"",KONEKTOR DC MALE,10/06/2026,Sales Invoice,JL.2026.13244,"",-30.0,1074.0,PCS
"",KONEKTOR DC MALE,13/06/2026,Sales Invoice,JL.2026.13639,"",-4.0,1070.0,PCS
"",KONEKTOR DC MALE,16/06/2026,Sales Invoice,JL.2026.13866,"",-5.0,1065.0,PCS
"",KONEKTOR DC MALE,16/06/2026,Sales Invoice,JL.2026.13924,"",-10.0,1055.0,PCS
"",KONEKTOR DC MALE,19/06/2026,Sales Invoice,JL.2026.14196,"",-4.0,1051.0,PCS
"",KONEKTOR DC MALE,20/06/2026,Sales Invoice,JL.2026.14307,"",-1.0,1050.0,PCS
"",KONEKTOR FO BUAYA,31/05/2026,Saldo Awal,"","","",61.0,PCS
"",KONEKTOR FO BUAYA,01/06/2026,Sales Invoice,JL.2026.12328,"",-1.0,60.0,PCS
"",KONEKTOR FO BUAYA,02/06/2026,Sales Invoice,JL.2026.12353,"",-1.0,59.0,PCS
"",KONEKTOR FO BUAYA,02/06/2026,Sales Invoice,JL.2026.12411,"",-2.0,57.0,PCS
"",KONEKTOR FO BUAYA,02/06/2026,Sales Invoice,JL.2026.12423,"",-10.0,47.0,PCS
"",KONEKTOR FO BUAYA,02/06/2026,Sales Invoice,JL.2026.12423,"",-4.0,43.0,PCS
"",KONEKTOR FO BUAYA,02/06/2026,Sales Invoice,JL.2026.12446,"",-2.0,41.0,PCS
"",KONEKTOR FO BUAYA,03/06/2026,Sales Invoice,JL.2026.12544,"",-1.0,40.0,PCS
"",KONEKTOR FO BUAYA,04/06/2026,Sales Invoice,JL.2026.12632,"",-4.0,36.0,PCS
"",KONEKTOR FO BUAYA,05/06/2026,Sales Invoice,JL.2026.12662,"",-2.0,34.0,PCS
"",KONEKTOR FO BUAYA,05/06/2026,Purchase Invoice,JL0000003581,"MASUK

VIA LION PARCEL",150.0,184.0,PCS
"",KONEKTOR FO BUAYA,07/06/2026,Sales Invoice,JL.2026.12890,"",-2.0,182.0,PCS
"",KONEKTOR FO BUAYA,08/06/2026,Sales Invoice,JL.2026.12973,"",-2.0,180.0,PCS
"","KONEKTOR JACK Y AUX 3,5MM",31/05/2026,Saldo Awal,"","","",87.0,PCS
"",KONEKTOR VENTION 1 CAT 6 UTP RJ45 MODULAR GIGABIT JACK PLUG CONNECTOR,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KOTAK CD HITAM,31/05/2026,Saldo Awal,"","","",55.0,PCS
"",KOTAK CD HITAM,16/06/2026,Sales Invoice,JL.2026.13869,"",-2.0,53.0,PCS
"",KOTAK DVD HITAM TEBAL,31/05/2026,Saldo Awal,"","","",166.0,PCS
"",KOTAK DVD HITAM TIPIS,31/05/2026,Saldo Awal,"","","",41.0,PCS
"",KRESEK 03 X 40 MERAH,31/05/2026,Saldo Awal,"","","",60.0,PCS
"",KRESEK 03 X 40 MERAH,20/06/2026,Purchase Invoice,17753,"",60.0,120.0,PCS
"",KRESEK 03.5 X 100 X 120,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KRESEK 04 X 90 X 100,31/05/2026,Saldo Awal,"","","",2.0,PCS
"",KULKAS LG GCFB507PQAM TP,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KURSI FANTECH OCA258S V2 OFFICE,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",KURSI GAMING CHAIR REXUS RGC-101 BLUE ARMREST 2D,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KURSI GAMING DA THRONEX KWG43 (BLACK SOLID),31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KURSI GAMING GAMEN GC100,31/05/2026,Saldo Awal,"","","",1.0,UNIT
"",KURSI KM 106,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KURSI RAPAT NEW STAR VTR 01,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KURSI TUNGGU PASIEN,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KURSI UTOPIA ELITE,31/05/2026,Saldo Awal,"","","",0.0,PCS
"",KYOCERA FS1120,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",KYOCERA M2040DN,31/05/2026,Saldo Awal,"","","",0.0,UNIT
"",LABEL CD GLOSSY,31/05/2026,Saldo Awal,"","","",47.0,PCS
"",LABEL CD HVS,31/05/2026,Saldo Awal,"","","",28.0,PCS
"",LABEL CD INKJET,31/05/2026,Saldo Awal,"","","",66.0,PCS
"",LABEL STIKER 33X19 @40MM,31/05/2026,Saldo Awal,"","","",100.0,PCS
